round,loss,accuracy,asr,timestamp
1,0.474339,84.9500,2.3072,2026-03-26 14:54:11
2,0.220450,93.4800,0.6576,2026-03-26 14:54:22
3,0.169661,95.1200,0.7245,2026-03-26 14:54:34
4,0.159103,94.7000,0.6910,2026-03-26 14:54:45
5,0.135204,95.9300,0.9251,2026-03-26 14:54:57
6,0.113025,96.5300,0.8136,2026-03-26 14:55:08
7,0.104817,96.7200,0.2675,2026-03-26 14:55:20
8,0.122834,95.9300,0.1895,2026-03-26 14:55:32
9,0.119248,96.3600,0.1115,2026-03-26 14:55:43
10,0.133018,95.7800,0.1449,2026-03-26 14:55:54
11,0.112186,96.6200,0.3678,2026-03-26 14:56:06
12,0.102900,96.7700,0.3232,2026-03-26 14:56:17
13,0.136059,95.9000,0.1783,2026-03-26 14:56:29
14,0.095099,97.0200,0.2229,2026-03-26 14:56:40
15,0.086473,97.3400,0.5239,2026-03-26 14:56:51
16,0.097664,97.0600,0.1895,2026-03-26 14:57:03
17,0.078799,97.6700,0.1672,2026-03-26 14:57:14
18,0.083697,97.6900,0.3009,2026-03-26 14:57:26
19,0.079202,97.9300,0.4124,2026-03-26 14:57:37
20,0.079174,98.0600,0.3790,2026-03-26 14:57:49
21,0.083178,97.9300,0.3901,2026-03-26 14:58:00
22,0.098082,96.9100,0.2229,2026-03-26 14:58:11
23,0.096382,97.3000,0.1895,2026-03-26 14:58:23
24,0.067757,97.7300,0.5239,2026-03-26 14:58:34
25,0.071371,97.9200,0.3344,2026-03-26 14:58:46
26,0.084033,97.5500,0.2118,2026-03-26 14:58:57
27,0.085836,97.4600,0.2675,2026-03-26 14:59:09
28,0.075803,97.7100,0.4012,2026-03-26 14:59:20
29,0.077481,97.7900,0.2898,2026-03-26 14:59:32
30,0.071891,97.8700,0.3678,2026-03-26 14:59:44
31,0.071912,97.7300,0.2006,2026-03-26 14:59:56
32,0.077167,97.7900,0.2229,2026-03-26 15:00:07
33,0.098250,97.5600,0.2118,2026-03-26 15:00:19
34,0.085097,97.6800,0.3790,2026-03-26 15:00:31
35,0.056297,98.3500,0.2229,2026-03-26 15:00:42
36,0.102452,97.0100,0.2229,2026-03-26 15:00:54
37,0.079454,97.6400,0.3009,2026-03-26 15:01:05
38,0.068135,97.8700,0.4124,2026-03-26 15:01:16
39,0.065722,98.2500,0.1895,2026-03-26 15:01:27
40,0.074671,97.8100,0.0669,2026-03-26 15:01:38
41,0.060035,98.1400,0.1560,2026-03-26 15:01:50
42,0.060372,98.2600,0.1672,2026-03-26 15:02:02
43,0.057576,98.3300,0.2341,2026-03-26 15:02:13
44,0.060928,98.4200,0.2341,2026-03-26 15:02:25
45,0.061107,98.3700,0.2118,2026-03-26 15:02:37
46,0.061344,98.4000,0.2229,2026-03-26 15:02:48
47,0.062530,98.3700,0.2229,2026-03-26 15:03:01
48,0.063492,98.3700,0.2229,2026-03-26 15:03:13
49,0.064410,98.3600,0.2229,2026-03-26 15:03:25
50,0.065139,98.3800,0.2229,2026-03-26 15:03:36
