round,loss,accuracy,asr,timestamp
1,3.020909,45.0400,0.0000,2026-03-26 17:30:50
2,1.029459,71.2900,3.9456,2026-03-26 17:30:59
3,0.903247,80.0600,1.1815,2026-03-26 17:31:09
4,0.876450,82.6900,0.7022,2026-03-26 17:31:19
5,0.616234,84.1400,1.9617,2026-03-26 17:31:30
6,0.329491,89.8900,2.6081,2026-03-26 17:31:41
7,0.445841,84.2900,0.2118,2026-03-26 17:31:52
8,0.305284,90.3200,2.3518,2026-03-26 17:32:03
9,0.446712,86.1400,1.4155,2026-03-26 17:32:12
10,0.286127,90.5600,0.7022,2026-03-26 17:32:23
11,0.337049,89.2400,0.2452,2026-03-26 17:32:34
12,0.277362,91.0300,0.5796,2026-03-26 17:32:44
13,0.249684,91.8500,0.4681,2026-03-26 17:32:54
14,0.298497,90.7800,1.3041,2026-03-26 17:33:05
15,0.359586,88.7500,0.2006,2026-03-26 17:33:16
16,0.355384,88.9400,0.2118,2026-03-26 17:33:27
17,0.383019,87.9300,0.3009,2026-03-26 17:33:39
18,0.274684,91.3200,0.2229,2026-03-26 17:33:51
19,0.310402,90.8200,0.1115,2026-03-26 17:34:01
20,0.244959,92.9800,0.3790,2026-03-26 17:34:10
21,0.240399,92.5000,0.2229,2026-03-26 17:34:21
22,0.338621,91.0300,0.3121,2026-03-26 17:34:32
23,0.460439,88.0100,0.1115,2026-03-26 17:34:44
24,0.274963,92.7100,0.5461,2026-03-26 17:34:55
25,0.321433,91.7100,0.1337,2026-03-26 17:35:05
26,0.303940,91.5200,0.1337,2026-03-26 17:35:15
27,0.233027,93.4200,0.2118,2026-03-26 17:35:26
28,0.289813,91.6900,0.1449,2026-03-26 17:35:35
29,0.276117,92.1000,0.7802,2026-03-26 17:35:44
30,0.364812,90.4100,0.4793,2026-03-26 17:35:55
31,0.358374,91.0200,0.2786,2026-03-26 17:36:05
32,0.293086,91.7900,0.7468,2026-03-26 17:36:15
33,0.282737,92.5200,0.4124,2026-03-26 17:36:25
34,0.268233,93.1700,0.7914,2026-03-26 17:36:35
35,0.249065,93.5100,0.2786,2026-03-26 17:36:45
36,0.305042,91.9600,0.1226,2026-03-26 17:36:55
37,0.286683,93.0100,0.2564,2026-03-26 17:37:04
38,0.300951,92.6000,0.4124,2026-03-26 17:37:14
39,0.296785,92.6300,0.7022,2026-03-26 17:37:24
40,0.278452,93.1900,0.2564,2026-03-26 17:37:34
41,0.242231,93.9300,0.2006,2026-03-26 17:37:44
42,0.286582,93.2000,0.1449,2026-03-26 17:37:54
43,0.304604,92.7300,0.4124,2026-03-26 17:38:04
44,0.270513,93.6400,0.2675,2026-03-26 17:38:13
45,0.263982,93.8700,0.2341,2026-03-26 17:38:24
46,0.153325,95.0400,1.3041,2026-03-26 17:38:35
47,0.288310,92.6200,0.1895,2026-03-26 17:38:44
48,0.296890,91.8900,0.1560,2026-03-26 17:38:54
49,0.255907,93.4500,0.2898,2026-03-26 17:39:05
50,0.219888,94.3400,0.1895,2026-03-26 17:39:16
