round,loss,accuracy,asr,evasion_rate,timestamp
1,1.476472,60.6800,18.1899,100.0000,2026-06-07 19:15:49
2,0.581964,79.6400,1.7945,50.0000,2026-06-07 19:15:57
3,0.232824,93.0400,0.8582,0.0000,2026-06-07 19:16:06
4,0.198644,94.1600,1.4044,50.0000,2026-06-07 19:16:16
5,0.152171,95.0900,0.6687,0.0000,2026-06-07 19:16:25
6,0.205791,94.6700,2.2514,100.0000,2026-06-07 19:16:35
7,0.113143,96.3900,0.4124,,2026-06-07 19:16:44
8,0.097686,96.8200,0.2898,0.0000,2026-06-07 19:16:55
9,0.090993,97.1800,0.2898,50.0000,2026-06-07 19:17:05
10,0.110241,96.7100,0.9251,100.0000,2026-06-07 19:17:13
11,0.079070,97.6900,0.6576,100.0000,2026-06-07 19:17:23
12,0.073299,97.8300,0.4458,,2026-06-07 19:17:32
13,0.074295,97.7100,0.3455,100.0000,2026-06-07 19:17:41
14,0.061063,98.0600,0.2898,0.0000,2026-06-07 19:17:50
15,0.073004,98.0600,0.7802,100.0000,2026-06-07 19:17:59
16,0.064429,98.0200,0.1895,66.6667,2026-06-07 19:18:09
17,0.071441,97.7800,0.3232,66.6667,2026-06-07 19:18:18
18,0.057165,98.1300,0.2341,100.0000,2026-06-07 19:18:27
19,0.053477,98.2700,0.2341,50.0000,2026-06-07 19:18:37
20,0.051646,98.3800,0.3567,100.0000,2026-06-07 19:18:46
21,0.047106,98.4200,0.1895,100.0000,2026-06-07 19:18:56
22,0.045529,98.5300,0.2898,100.0000,2026-06-07 19:19:06
23,0.062989,97.8600,0.1783,25.0000,2026-06-07 19:19:16
24,0.043322,98.6200,0.2341,100.0000,2026-06-07 19:19:24
25,0.043380,98.6200,0.1895,100.0000,2026-06-07 19:19:34
26,0.043130,98.5800,0.2675,100.0000,2026-06-07 19:19:43
27,0.041527,98.6900,0.2229,100.0000,2026-06-07 19:19:52
28,0.041760,98.7200,0.2786,66.6667,2026-06-07 19:20:00
29,0.041798,98.6100,0.1560,100.0000,2026-06-07 19:20:09
30,0.045505,98.5700,0.5907,33.3333,2026-06-07 19:20:19
