round,loss,accuracy,asr,timestamp
1,2.899737,43.9700,0.0000,2026-03-26 15:23:05
2,1.846196,51.0700,0.5239,2026-03-26 15:23:16
3,0.817528,75.2900,3.9568,2026-03-26 15:23:27
4,0.794111,79.0100,0.1783,2026-03-26 15:23:38
5,0.648088,84.3300,0.5350,2026-03-26 15:23:52
6,0.314670,90.4800,2.7084,2026-03-26 15:24:04
7,0.509821,84.1700,0.2229,2026-03-26 15:24:16
8,0.512321,84.4000,2.6750,2026-03-26 15:24:29
9,0.632237,80.6600,1.6384,2026-03-26 15:24:39
10,0.316620,89.5800,1.4267,2026-03-26 15:24:51
11,0.250724,91.5700,0.1895,2026-03-26 15:25:03
12,0.284916,90.9800,0.2675,2026-03-26 15:25:14
13,0.282495,90.7000,0.6687,2026-03-26 15:25:26
14,0.287899,90.7000,0.5796,2026-03-26 15:25:37
15,0.337321,90.5600,0.2564,2026-03-26 15:25:50
16,0.314081,90.6000,0.2229,2026-03-26 15:26:03
17,0.281527,91.0900,1.4824,2026-03-26 15:26:17
18,0.304909,90.7700,0.2229,2026-03-26 15:26:29
19,0.346768,89.7600,0.4904,2026-03-26 15:26:41
20,0.276318,91.6700,0.9474,2026-03-26 15:26:52
21,0.273887,92.5100,0.3901,2026-03-26 15:27:03
22,0.286445,91.8700,0.4458,2026-03-26 15:27:15
23,0.327721,90.9600,0.0892,2026-03-26 15:27:28
24,0.305844,92.2600,0.1337,2026-03-26 15:27:41
25,0.366648,90.7800,0.1226,2026-03-26 15:27:52
26,0.299762,92.5600,0.8694,2026-03-26 15:28:04
27,0.286180,92.2700,0.1449,2026-03-26 15:28:16
28,0.275645,92.5200,0.4458,2026-03-26 15:28:27
29,0.264979,93.1200,0.5016,2026-03-26 15:28:37
30,0.265951,93.1800,0.4904,2026-03-26 15:28:49
31,0.379038,90.9300,0.3678,2026-03-26 15:29:00
32,0.222095,93.9800,0.3901,2026-03-26 15:29:12
33,0.344504,91.3400,0.0780,2026-03-26 15:29:23
34,0.277398,93.3400,0.3678,2026-03-26 15:29:35
35,0.282444,93.1800,0.6353,2026-03-26 15:29:46
36,0.342065,91.0800,0.2341,2026-03-26 15:29:58
37,0.225475,93.7000,0.2229,2026-03-26 15:30:08
38,0.270114,92.9000,0.3678,2026-03-26 15:30:20
39,0.289808,92.9300,0.5350,2026-03-26 15:30:31
40,0.305522,92.7300,0.5907,2026-03-26 15:30:42
41,0.251311,93.7300,0.1449,2026-03-26 15:30:54
42,0.265276,93.1700,0.1672,2026-03-26 15:31:06
43,0.352982,90.9800,0.2786,2026-03-26 15:31:17
44,0.298718,92.5500,0.0892,2026-03-26 15:31:27
45,0.305626,92.8500,0.4904,2026-03-26 15:31:40
46,0.159128,94.8800,0.8917,2026-03-26 15:31:52
47,0.202271,93.9800,0.4012,2026-03-26 15:32:02
48,0.298730,91.5600,0.3009,2026-03-26 15:32:14
49,0.273412,93.3100,0.4124,2026-03-26 15:32:26
50,0.115307,96.4500,1.0254,2026-03-26 15:32:38
