round,loss,accuracy,asr,evasion_rate,timestamp
1,3.151381,50.8900,46.3999,100.0000,2026-06-07 23:05:53
2,1.123695,58.2800,7.6572,100.0000,2026-06-07 23:06:02
3,0.588896,81.9800,93.2122,100.0000,2026-06-07 23:06:12
4,0.467405,84.0800,88.5979,100.0000,2026-06-07 23:06:21
5,0.694617,81.3200,87.3384,100.0000,2026-06-07 23:06:31
6,0.220978,93.1800,99.6210,100.0000,2026-06-07 23:06:40
7,0.094161,96.8400,89.9242,,2026-06-07 23:06:49
8,0.096647,96.8600,99.7771,100.0000,2026-06-07 23:07:00
9,0.105007,96.7600,99.7436,100.0000,2026-06-07 23:07:11
10,0.130611,95.5800,99.5765,100.0000,2026-06-07 23:07:19
11,0.128467,95.7400,99.9108,100.0000,2026-06-07 23:07:30
12,0.053753,98.2800,98.0049,,2026-06-07 23:07:39
13,0.213895,93.1100,99.9554,100.0000,2026-06-07 23:07:48
14,0.079242,97.5700,87.8734,100.0000,2026-06-07 23:07:57
15,0.079009,97.4300,99.9666,100.0000,2026-06-07 23:08:06
16,0.064351,97.8800,99.8774,100.0000,2026-06-07 23:08:17
17,0.057528,98.0800,99.8997,100.0000,2026-06-07 23:08:27
18,0.104885,96.5600,99.8663,100.0000,2026-06-07 23:08:36
19,0.133337,95.6500,99.9331,100.0000,2026-06-07 23:08:46
20,0.223634,93.2500,99.9108,100.0000,2026-06-07 23:08:56
21,0.116286,96.4600,99.9443,100.0000,2026-06-07 23:09:07
22,0.089440,97.3000,99.8885,100.0000,2026-06-07 23:09:17
23,0.044142,98.4700,99.9554,100.0000,2026-06-07 23:09:27
24,0.040510,98.6700,99.9666,100.0000,2026-06-07 23:09:36
25,0.242427,92.7500,98.0495,100.0000,2026-06-07 23:09:45
26,0.088637,97.3800,99.8440,100.0000,2026-06-07 23:09:55
27,0.070644,97.6300,99.9889,100.0000,2026-06-07 23:10:05
28,0.047125,98.5100,99.9220,100.0000,2026-06-07 23:10:13
29,0.099693,97.0500,99.9443,100.0000,2026-06-07 23:10:23
30,0.047118,98.4800,99.9220,100.0000,2026-06-07 23:10:33
