round,loss,accuracy,asr,timestamp
1,1.959456,11.5200,98.3839,2026-03-26 14:18:25
2,0.597719,81.4100,0.2564,2026-03-26 14:18:34
3,0.377478,89.8900,2.7307,2026-03-26 14:18:44
4,0.190473,94.8400,0.3678,2026-03-26 14:18:54
5,0.181500,95.2500,0.8136,2026-03-26 14:19:05
6,0.235214,95.4100,2.0843,2026-03-26 14:19:16
7,0.146930,95.7400,0.3455,2026-03-26 14:19:27
8,0.114765,96.8800,0.5350,2026-03-26 14:19:38
9,0.113255,96.8800,0.5239,2026-03-26 14:19:47
10,0.110049,97.2100,0.3455,2026-03-26 14:19:58
11,0.100489,97.2900,0.2786,2026-03-26 14:20:08
12,0.110976,96.6700,0.3121,2026-03-26 14:20:18
13,0.081433,97.6000,0.4904,2026-03-26 14:20:28
14,0.078974,97.8700,0.3567,2026-03-26 14:20:38
15,0.081315,97.6800,0.5127,2026-03-26 14:20:50
16,0.072069,97.7500,0.2564,2026-03-26 14:21:00
17,0.072505,98.1100,0.5907,2026-03-26 14:21:12
18,0.069070,97.9200,0.2564,2026-03-26 14:21:23
19,0.073577,97.9000,0.3901,2026-03-26 14:21:33
20,0.066298,97.9100,0.4124,2026-03-26 14:21:43
21,0.067397,98.1200,0.7133,2026-03-26 14:21:53
22,0.080840,98.0100,0.7468,2026-03-26 14:22:04
23,0.054655,98.4900,0.5016,2026-03-26 14:22:16
24,0.057643,98.1800,0.3344,2026-03-26 14:22:27
25,0.050027,98.5000,0.5573,2026-03-26 14:22:37
26,0.053193,98.5200,0.3901,2026-03-26 14:22:47
27,0.048030,98.6300,0.5573,2026-03-26 14:22:58
28,0.064224,98.4900,0.7691,2026-03-26 14:23:08
29,0.054809,98.3700,0.6130,2026-03-26 14:23:18
30,0.048859,98.6400,1.0031,2026-03-26 14:23:29
31,0.049513,98.5600,0.6687,2026-03-26 14:23:39
32,0.052956,98.3200,1.4044,2026-03-26 14:23:49
33,0.048044,98.4600,0.8694,2026-03-26 14:24:00
34,0.043650,98.6000,1.0811,2026-03-26 14:24:10
35,0.048240,98.5200,1.4712,2026-03-26 14:24:19
36,0.042222,98.6000,0.9808,2026-03-26 14:24:30
37,0.043864,98.5900,1.0254,2026-03-26 14:24:39
38,0.042277,98.6500,1.1592,2026-03-26 14:24:49
39,0.041489,98.7100,1.3932,2026-03-26 14:24:59
40,0.045310,98.6100,1.0923,2026-03-26 14:25:09
41,0.045264,98.6700,2.5747,2026-03-26 14:25:19
42,0.042932,98.6800,1.7165,2026-03-26 14:25:29
43,0.045506,98.5500,2.9425,2026-03-26 14:25:39
44,0.042785,98.6500,2.1957,2026-03-26 14:25:48
45,0.041126,98.6800,1.6050,2026-03-26 14:25:59
46,0.040046,98.6400,3.2100,2026-03-26 14:26:10
47,0.042393,98.6500,1.5827,2026-03-26 14:26:19
48,0.041054,98.6600,1.9394,2026-03-26 14:26:29
49,0.038791,98.7800,2.5078,2026-03-26 14:26:40
50,0.037804,98.7300,2.8756,2026-03-26 14:26:51
