round,loss,accuracy,asr,timestamp
1,3.020909,45.0400,0.0000,2026-03-26 17:22:04
2,1.029459,71.2900,3.9456,2026-03-26 17:22:14
3,0.903247,80.0600,1.1815,2026-03-26 17:22:23
4,0.492886,84.8800,3.5555,2026-03-26 17:22:33
5,0.391358,87.7100,1.5047,2026-03-26 17:22:45
6,0.454041,85.6800,2.8199,2026-03-26 17:22:56
7,0.585156,81.6300,0.5239,2026-03-26 17:23:06
8,0.301114,90.3800,0.5796,2026-03-26 17:23:18
9,0.288503,90.7900,0.8471,2026-03-26 17:23:27
10,0.299373,90.7100,0.4124,2026-03-26 17:23:37
11,0.320115,90.2300,0.8025,2026-03-26 17:23:48
12,0.313686,90.4200,0.2229,2026-03-26 17:23:58
13,0.253372,92.2500,0.6576,2026-03-26 17:24:07
14,0.280245,91.0200,1.1815,2026-03-26 17:24:18
15,0.290783,91.5300,0.2006,2026-03-26 17:24:29
16,0.247507,92.5400,0.2564,2026-03-26 17:24:40
17,0.504107,84.2400,0.2229,2026-03-26 17:24:52
18,0.330715,89.0100,0.3121,2026-03-26 17:25:03
19,0.235451,92.4700,0.9251,2026-03-26 17:25:14
20,0.243023,92.2800,0.9585,2026-03-26 17:25:23
21,0.218653,93.5300,0.2786,2026-03-26 17:25:34
22,0.211693,93.8200,0.4681,2026-03-26 17:25:45
23,0.405212,87.1400,0.0669,2026-03-26 17:25:57
24,0.366656,89.7000,0.0446,2026-03-26 17:26:08
25,0.192309,94.4500,0.9362,2026-03-26 17:26:18
26,0.239831,93.2400,0.8025,2026-03-26 17:26:29
27,0.287231,91.8900,0.1337,2026-03-26 17:26:40
28,0.234978,93.2600,0.5461,2026-03-26 17:26:49
29,0.266420,92.8000,0.6910,2026-03-26 17:26:59
30,0.285984,92.4200,0.4904,2026-03-26 17:27:10
31,0.408783,89.6100,0.1672,2026-03-26 17:27:20
32,0.301473,92.2400,0.9140,2026-03-26 17:27:30
33,0.338860,91.2200,0.2118,2026-03-26 17:27:41
34,0.253401,92.9700,0.5350,2026-03-26 17:27:51
35,0.260617,92.9400,0.5239,2026-03-26 17:28:01
36,0.158183,94.6800,0.2341,2026-03-26 17:28:11
37,0.224886,93.2600,0.2675,2026-03-26 17:28:21
38,0.261854,92.9200,0.8248,2026-03-26 17:28:31
39,0.259750,93.0800,0.6799,2026-03-26 17:28:41
40,0.259298,93.2300,0.6130,2026-03-26 17:28:51
41,0.189200,94.8000,0.3455,2026-03-26 17:29:01
42,0.211683,94.5100,0.2675,2026-03-26 17:29:12
43,0.227086,93.8800,0.7691,2026-03-26 17:29:22
44,0.237596,94.0700,0.1672,2026-03-26 17:29:31
45,0.261072,93.4400,0.1337,2026-03-26 17:29:42
46,0.174031,94.7200,0.8471,2026-03-26 17:29:53
47,0.162925,95.0400,0.4458,2026-03-26 17:30:02
48,0.210728,94.2100,0.3009,2026-03-26 17:30:14
49,0.225849,94.0700,0.3790,2026-03-26 17:30:25
50,0.274083,93.1200,0.1449,2026-03-26 17:30:35
