round,loss,accuracy,asr,evasion_rate,timestamp
1,2.300487,9.6200,0.0000,100.0000,2026-06-07 20:22:16
2,2.291917,9.2800,0.0446,100.0000,2026-06-07 20:22:27
3,2.273051,15.8800,15.6487,100.0000,2026-06-07 20:22:38
4,2.225007,43.0800,10.2987,100.0000,2026-06-07 20:22:49
5,2.090858,64.2700,15.9608,100.0000,2026-06-07 20:23:00
6,1.549019,76.0300,7.3674,100.0000,2026-06-07 20:23:11
7,0.776887,88.8900,3.4552,100.0000,2026-06-07 20:23:22
8,0.382111,91.6700,0.8917,100.0000,2026-06-07 20:23:33
9,0.263522,93.0900,0.5573,50.0000,2026-06-07 20:23:43
10,0.212557,93.9800,0.5461,50.0000,2026-06-07 20:23:53
11,0.185205,94.8600,0.4904,100.0000,2026-06-07 20:24:05
12,0.164908,95.1900,0.4458,50.0000,2026-06-07 20:24:16
13,0.151409,95.4700,0.4793,100.0000,2026-06-07 20:24:27
14,0.143434,95.8500,0.4458,100.0000,2026-06-07 20:24:38
15,0.133229,95.9700,0.4904,100.0000,2026-06-07 20:24:48
16,0.122258,96.3900,0.5239,100.0000,2026-06-07 20:25:00
17,0.109554,96.7900,0.4681,0.0000,2026-06-07 20:25:11
18,0.103771,96.9000,0.4347,100.0000,2026-06-07 20:25:22
19,0.106808,96.6700,0.4793,100.0000,2026-06-07 20:25:33
20,0.102025,96.7900,0.4347,66.6667,2026-06-07 20:25:44
21,0.096102,97.0400,0.4235,0.0000,2026-06-07 20:25:55
22,0.090421,97.1500,0.3455,100.0000,2026-06-07 20:26:06
23,0.087584,97.3000,0.3344,0.0000,2026-06-07 20:26:17
24,0.083578,97.3000,0.3901,66.6667,2026-06-07 20:26:28
25,0.080984,97.4200,0.3678,0.0000,2026-06-07 20:26:38
26,0.082451,97.2900,0.3790,100.0000,2026-06-07 20:26:49
27,0.080651,97.3500,0.4570,100.0000,2026-06-07 20:26:58
28,0.073256,97.5400,0.3455,0.0000,2026-06-07 20:27:08
29,0.072107,97.5100,0.4347,0.0000,2026-06-07 20:27:19
30,0.070940,97.5900,0.3790,0.0000,2026-06-07 20:27:30
