round,loss,accuracy,asr,evasion_rate,timestamp
1,3.039918,13.1800,96.6451,75.0000,2026-06-07 09:33:33
2,0.315974,91.6000,0.9362,0.0000,2026-06-07 09:33:43
3,0.204963,94.6200,2.0285,100.0000,2026-06-07 09:33:53
4,0.134561,95.9200,0.6799,100.0000,2026-06-07 09:34:02
5,0.108850,96.7400,0.6465,100.0000,2026-06-07 09:34:13
6,0.198987,95.8000,2.0508,100.0000,2026-06-07 09:34:23
7,0.092896,97.2300,0.3009,100.0000,2026-06-07 09:34:33
8,0.097331,97.1200,0.5573,100.0000,2026-06-07 09:34:44
9,0.073936,97.9100,0.5350,100.0000,2026-06-07 09:34:53
10,0.084227,97.5500,0.4570,100.0000,2026-06-07 09:35:03
11,0.066937,97.9800,0.2675,100.0000,2026-06-07 09:35:12
12,0.069707,97.8800,0.5127,100.0000,2026-06-07 09:35:22
13,0.061486,98.1500,0.2564,100.0000,2026-06-07 09:35:31
14,0.059147,98.1700,0.3232,100.0000,2026-06-07 09:35:41
15,0.056000,98.1600,0.2786,100.0000,2026-06-07 09:35:50
16,0.049758,98.4400,0.3455,100.0000,2026-06-07 09:36:00
17,0.063045,98.0300,0.2898,100.0000,2026-06-07 09:36:10
18,0.049172,98.3400,0.3790,100.0000,2026-06-07 09:36:21
19,0.046138,98.5900,0.2118,100.0000,2026-06-07 09:36:32
20,0.042681,98.5600,0.2118,,2026-06-07 09:36:42
