round,loss,accuracy,asr,timestamp
1,0.474339,84.9500,2.3072,2026-03-26 14:44:36
2,0.220450,93.4800,0.6576,2026-03-26 14:44:47
3,0.169661,95.1200,0.7245,2026-03-26 14:44:59
4,0.172724,94.6400,0.4458,2026-03-26 14:45:10
5,0.145733,95.4500,0.2341,2026-03-26 14:45:22
6,0.128535,96.1700,0.8359,2026-03-26 14:45:34
7,0.112425,96.2100,0.2229,2026-03-26 14:45:46
8,0.105237,96.4600,0.3344,2026-03-26 14:45:57
9,0.131227,95.8900,0.1783,2026-03-26 14:46:09
10,0.088881,97.1500,0.1449,2026-03-26 14:46:20
11,0.094942,97.0600,0.3567,2026-03-26 14:46:31
12,0.100144,96.9500,0.2118,2026-03-26 14:46:42
13,0.115551,96.3700,0.1672,2026-03-26 14:46:53
14,0.083361,97.3400,0.2675,2026-03-26 14:47:04
15,0.069660,97.7300,0.4793,2026-03-26 14:47:16
16,0.086943,97.1400,0.1560,2026-03-26 14:47:27
17,0.073997,97.7400,0.2118,2026-03-26 14:47:39
18,0.075613,97.6100,0.1560,2026-03-26 14:47:50
19,0.072212,97.7100,0.3678,2026-03-26 14:48:01
20,0.079925,97.5800,0.4904,2026-03-26 14:48:12
21,0.076178,97.7400,0.6910,2026-03-26 14:48:24
22,0.073953,97.7000,0.1672,2026-03-26 14:48:35
23,0.069137,97.9500,0.2118,2026-03-26 14:48:46
24,0.083709,97.7100,0.5796,2026-03-26 14:48:58
25,0.062219,98.3100,0.2786,2026-03-26 14:49:09
26,0.075711,97.6600,0.2006,2026-03-26 14:49:21
27,0.072661,97.6800,0.3455,2026-03-26 14:49:32
28,0.053526,98.4000,0.2898,2026-03-26 14:49:44
29,0.091897,97.1900,0.5016,2026-03-26 14:49:55
30,0.065763,97.8700,0.5350,2026-03-26 14:50:07
31,0.085315,97.2100,0.1226,2026-03-26 14:50:18
32,0.104884,96.8800,0.0892,2026-03-26 14:50:30
33,0.063563,98.0500,0.3455,2026-03-26 14:50:41
34,0.064825,98.1500,0.1337,2026-03-26 14:50:52
35,0.065681,98.1200,0.2564,2026-03-26 14:51:04
36,0.049226,98.4300,0.3009,2026-03-26 14:51:15
37,0.048613,98.5900,0.3678,2026-03-26 14:51:27
38,0.049966,98.5800,0.2006,2026-03-26 14:51:39
39,0.068715,97.9700,0.2006,2026-03-26 14:51:50
40,0.069628,97.7400,0.2675,2026-03-26 14:52:01
41,0.045627,98.7000,0.2006,2026-03-26 14:52:13
42,0.047976,98.7000,0.2006,2026-03-26 14:52:25
43,0.044466,98.8000,0.2118,2026-03-26 14:52:36
44,0.046675,98.7200,0.3121,2026-03-26 14:52:47
45,0.048960,98.7500,0.2006,2026-03-26 14:52:59
46,0.048389,98.7500,0.2118,2026-03-26 14:53:10
47,0.048877,98.7500,0.2118,2026-03-26 14:53:22
48,0.049580,98.7600,0.2118,2026-03-26 14:53:33
49,0.050189,98.7500,0.2118,2026-03-26 14:53:44
50,0.050807,98.7700,0.2118,2026-03-26 14:53:55
